"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147"
"1",14.2337017059326,4.30263423919678,-26.2678718566895,-17.2597351074219,4.05080604553223,-1.07949805259705,1.07585668563843,-0.0188796520233154,14.2105627059937,5.77339267730713,-2.00354361534119,-2.72994565963745,-0.418469905853271,-11.6495409011841,4.4366979598999,7.75411319732666,-0.934915900230408,-8.98175144195557,4.15259456634521,6.02650785446167,8.39198875427246,-37.4249229431152,8.33440113067627,-7.57254314422607,-6.5908055305481,21.9232940673828,-4.60862922668457,-6.44477558135986,5.59472846984863,-11.9358024597168,8.45349216461182,20.203311920166,9.29561614990234,-5.96750259399414,-8.34784412384033,-10.8589038848877,5.09520053863525,14.7016887664795,3.29931545257568,-4.32043647766113,4.9399242401123,6.60347557067871,-3.25865459442139,-9.03945541381836,14.6501321792603,2.49691009521484,2.65949249267578,7.76715421676636,17.0670871734619,15.9230976104736,-21.5951271057129,9.09079933166504,-4.98557424545288,0.696434915065765,14.6456823348999,-9.88844776153564,-7.69243669509888,5.54149055480957,19.9132385253906,-14.2787380218506,-0.456187725067139,-0.954987287521362,20.1613025665283,-16.3698101043701,-2.19824361801147,-5.92758989334106,5.06976795196533,0.342049598693848,14.3560924530029,2.56676006317139,-27.6027297973633,0.885000228881836,-8.88042545318604,17.4533977508545,10.4769611358643,-18.7716827392578,7.26301860809326,6.20283985137939,-8.7258882522583,-6.24538660049438,0.322516858577728,-11.6275510787964,-12.2952260971069,12.8189611434937,-0.0263580679893494,-6.54674959182739,5.30652904510498,3.90391421318054,11.4615793228149,8.12881183624268,9.37594223022461,-18.4621028900146,-25.3810653686523,-22.6213321685791,13.6291904449463,-2.21647977828979,-15.1447591781616,5.60388708114624,4.06345367431641,5.93952465057373,-31.6088199615479,0.833234310150146,22.6841831207275,-5.15989780426025,1.87442541122437,12.6184511184692,1.5108699798584,-2.63362646102905,4.09164381027222,-18.4297466278076,4.921630859375,12.0130043029785,12.6781845092773,14.7430152893066,-31.376823425293,-8.49024295806885,10.60768699646,-7.19638776779175,-1.55643033981323,-16.0354194641113,28.3767509460449,24.7569370269775,0.0184550285339355,4.32550716400146,10.43971824646,-3.59906435012817,-3.69182944297791,2.10350489616394,-0.416458129882812,11.5709133148193,-4.49011611938477,-8.36056137084961,9.55470275878906,4.96761226654053,-9.66729259490967,-10.5284557342529,-5.88173198699951,8.96735954284668,16.230224609375,-14.5529537200928,5.53009033203125,27.0926189422607,-23.1380424499512,1.83214664459229,10.8736591339111,-10.8775253295898,16.6726665496826
"2",13.7901268005371,4.48246383666992,-24.1550636291504,-17.4562187194824,3.89893484115601,-1.23728680610657,1.5542368888855,0.988211512565613,14.5308494567871,5.44554710388184,-1.42730712890625,-2.83224701881409,-0.187150478363037,-11.5979204177856,3.54885292053223,8.10793972015381,-0.492002606391907,-11.1589765548706,2.9061107635498,5.90079355239868,7.35577201843262,-37.3194465637207,7.33972549438477,-7.12773036956787,-6.40109443664551,22.0092010498047,-4.30567026138306,-6.35482120513916,5.977858543396,-13.0242176055908,8.74566841125488,20.1881427764893,9.21856689453125,-6.06536960601807,-8.22598266601562,-11.1232414245605,3.86519050598145,15.1671581268311,3.10995388031006,-4.48625993728638,5.8976469039917,6.36717748641968,-2.65497970581055,-8.51303863525391,15.5763025283813,2.4457790851593,3.16725206375122,6.31482696533203,16.620397567749,17.3374042510986,-22.6326522827148,7.84763193130493,-5.09844303131104,0.917452752590179,15.9962282180786,-10.0971050262451,-8.68087863922119,5.88774490356445,19.5546588897705,-14.910945892334,-1.32770895957947,-1.04236245155334,20.6319942474365,-15.4936962127686,-1.20463275909424,-6.38037729263306,5.4157772064209,0.522032737731934,14.8050270080566,2.76014733314514,-28.837459564209,0.887121200561523,-8.01684856414795,17.2219104766846,11.3267478942871,-18.3781623840332,5.96193408966064,5.12856531143188,-8.73526096343994,-6.74839544296265,0.639327764511108,-11.2835054397583,-12.7305631637573,13.5632419586182,-0.511983692646027,-8.22907543182373,5.24607610702515,4.31346416473389,11.3255529403687,7.194983959198,10.0730352401733,-18.8814334869385,-25.4516639709473,-24.9051532745361,12.9531497955322,-2.13854122161865,-17.3753433227539,4.72998237609863,3.58657383918762,5.73658275604248,-32.6361770629883,1.02292108535767,20.2477588653564,-5.05792236328125,1.83877515792847,13.9950656890869,2.02143859863281,-1.59721207618713,3.70934176445007,-15.9996089935303,4.29385375976562,12.2003259658813,13.1770305633545,14.5586357116699,-32.8284034729004,-8.93535137176514,10.7400054931641,-7.33045816421509,-1.55452084541321,-15.0958051681519,26.518383026123,25.0187282562256,-0.0992035865783691,2.76884460449219,10.567759513855,-4.18122053146362,-4.11070394515991,2.93402910232544,-0.340693473815918,11.2230281829834,-5.11902856826782,-8.97924995422363,9.60031032562256,4.26104545593262,-7.01581382751465,-10.4958000183105,-7.84936618804932,8.94486904144287,15.299147605896,-15.1451101303101,4.66614246368408,26.7702007293701,-24.3627643585205,1.78230261802673,9.88424968719482,-10.626012802124,15.5772390365601
"3",13.3228569030762,4.70951843261719,-22.0283432006836,-17.5909843444824,3.71749877929688,-1.37470459938049,1.97974395751953,1.97801887989044,14.7645559310913,5.10971069335938,-0.866807878017426,-2.98461294174194,0.0149693489074707,-11.4551305770874,2.63236284255981,8.44384479522705,-0.0504120588302612,-13.3891115188599,1.61195850372314,5.76830196380615,6.27706241607666,-37.0700874328613,6.35437202453613,-6.56432628631592,-6.25194454193115,22.1110458374023,-3.9874529838562,-6.19556427001953,6.38370180130005,-14.0339660644531,9.04943466186523,20.0857810974121,9.11561965942383,-6.10726690292358,-8.09531307220459,-11.3745126724243,2.65584373474121,15.6425704956055,2.88834190368652,-4.65839576721191,6.82011222839355,6.09069681167603,-2.07868480682373,-7.9366021156311,16.4709892272949,2.44113969802856,3.6382782459259,4.82906627655029,16.0259838104248,18.6789817810059,-23.6215896606445,6.62532091140747,-5.17583560943604,1.21405518054962,17.1210632324219,-10.2210836410522,-9.61785316467285,6.30521965026855,19.17262840271,-15.5536193847656,-2.18804621696472,-1.05615758895874,20.955135345459,-14.5997219085693,-0.186909675598145,-6.74533033370972,5.75059032440186,0.733902454376221,15.1618404388428,2.86335110664368,-29.9096450805664,0.877576112747192,-7.15345907211304,16.943338394165,12.1720657348633,-17.9365139007568,4.58723640441895,4.12966680526733,-8.69409084320068,-7.24289274215698,0.980295658111572,-10.887188911438,-13.0380926132202,14.2619142532349,-1.02378582954407,-9.9146900177002,5.20063781738281,4.71381378173828,11.2141122817993,6.23580980300903,10.7487335205078,-19.2918167114258,-25.5483283996582,-27.044038772583,12.1638031005859,-2.0587477684021,-19.5527191162109,3.86058616638184,3.12224507331848,5.51628112792969,-33.4504928588867,1.18526864051819,17.8759613037109,-4.87141513824463,1.78496408462524,15.339635848999,2.42259788513184,-0.515369892120361,3.37601780891418,-13.6179666519165,3.64951324462891,12.3855571746826,13.6353282928467,14.3695449829102,-34.1150741577148,-9.37963962554932,10.8711948394775,-7.32992362976074,-1.592604637146,-14.1243867874146,24.5910377502441,25.2232913970947,-0.216652393341064,1.15425252914429,10.6552143096924,-4.73805284500122,-4.52396774291992,3.73516273498535,-0.237819671630859,10.914342880249,-5.76980495452881,-9.57842826843262,9.62435436248779,3.45550918579102,-4.34474277496338,-10.3845500946045,-9.80450916290283,8.93601894378662,14.2932481765747,-15.766224861145,3.76201057434082,26.3470287322998,-25.4428462982178,1.72144389152527,8.85097122192383,-10.3437261581421,14.4505109786987
"4",12.8386974334717,4.98347520828247,-19.9142036437988,-17.6703567504883,3.51372957229614,-1.49377512931824,2.34609460830688,2.93647432327271,14.8982648849487,4.76162528991699,-0.326011955738068,-3.18509912490845,0.187397480010986,-11.2250661849976,1.69113254547119,8.76194477081299,0.383281707763672,-15.6607284545898,0.271910667419434,5.62964916229248,5.15933179855347,-36.6747894287109,5.38755798339844,-5.88635158538818,-6.14537048339844,22.2323150634766,-3.6568386554718,-5.97116565704346,6.80720996856689,-14.9611301422119,9.35701274871826,19.8974533081055,8.99782371520996,-6.09343862533569,-7.95774269104004,-11.607105255127,1.47943592071533,16.1175403594971,2.63835144042969,-4.83431100845337,7.70335483551025,5.78550958633423,-1.54413890838623,-7.3131365776062,17.3294258117676,2.48364448547363,4.06893348693848,3.32757520675659,15.2877206802368,19.9378967285156,-24.555103302002,5.43149995803833,-5.21916961669922,1.57411098480225,18.0214996337891,-10.2558441162109,-10.4955778121948,6.78932762145996,18.7729053497314,-16.195686340332,-3.03113722801208,-0.996940135955811,21.1296577453613,-13.6888160705566,0.848105430603027,-7.01877450942993,6.07717514038086,0.977985858917236,15.4231147766113,2.86926746368408,-30.8072490692139,0.861072778701782,-6.2985692024231,16.6151027679443,13.0064163208008,-17.4403476715088,3.14952087402344,3.21052098274231,-8.60694217681885,-7.71932935714722,1.34787285327911,-10.4414100646973,-13.2079973220825,14.9163026809692,-1.56130361557007,-11.5884056091309,5.17395496368408,5.10748243331909,11.1291627883911,5.25792598724365,11.3984212875366,-19.684497833252,-25.6633148193359,-29.0189075469971,11.2636451721191,-1.98161315917969,-21.6567535400391,3.00428581237793,2.66979312896729,5.28295183181763,-34.0474052429199,1.31725597381592,15.5837507247925,-4.60218238830566,1.70188093185425,16.6408271789551,2.7109260559082,0.601628363132477,3.08743834495544,-11.3065958023071,2.99383640289307,12.5635318756104,14.0453786849976,14.1792163848877,-35.2356605529785,-9.82379245758057,11.0022125244141,-7.19322538375854,-1.67464470863342,-13.1242551803589,22.6077194213867,25.3778495788574,-0.334303855895996,-0.504124641418457,10.6956834793091,-5.26646280288696,-4.92866516113281,4.49932241439819,-0.10658073425293,10.6475620269775,-6.43866634368896,-10.1488800048828,9.62452697753906,2.55866861343384,-1.67300415039062,-10.1938648223877,-11.7330856323242,8.942551612854,13.2265291213989,-16.4179763793945,2.82617855072021,25.8275279998779,-26.3703327178955,1.65193963050842,7.78263425827026,-10.0266361236572,13.2956600189209
"5",12.3445224761963,5.30340147018433,-17.8369178771973,-17.700288772583,3.29470777511597,-1.59732842445374,2.64816808700562,3.84992170333862,14.9198713302612,4.39660739898682,0.191111445426941,-3.43106627464294,0.330284118652344,-10.9133367538452,0.7292799949646,9.06177806854248,0.8028484582901,-17.9618587493896,-1.1125545501709,5.48535203933716,4.00692272186279,-36.1324806213379,4.44786405563354,-5.09879589080811,-6.08306646347046,22.3755531311035,-3.3171718120575,-5.68700885772705,7.24290227890015,-15.8026294708252,9.65972423553467,19.624963760376,8.87630081176758,-6.02533149719238,-7.81473302841187,-11.8154773712158,0.347124099731445,16.5812873840332,2.36362934112549,-5.01155185699463,8.54334354400635,5.4628758430481,-1.06499576568604,-6.64606523513794,18.1466674804688,2.57274150848389,4.45659971237183,1.82805633544922,14.4122219085693,21.10569190979,-25.426441192627,4.272301197052,-5.23014450073242,1.98417735099792,18.7015686035156,-10.1988773345947,-11.3067722320557,7.33430671691895,18.3609752655029,-16.8242378234863,-3.8506555557251,-0.866719245910645,21.1569576263428,-12.7620325088501,1.89274072647095,-7.19831609725952,6.39838123321533,1.25451040267944,15.5860385894775,2.77253413200378,-31.5200538635254,0.841561317443848,-5.46025562286377,16.2340221405029,13.8229627609253,-16.8830738067627,1.66011571884155,2.37401795387268,-8.4785680770874,-8.16847610473633,1.7431468963623,-9.94884395599365,-13.2323217391968,15.5277471542358,-2.12377572059631,-13.2342739105225,5.16936588287354,5.49717426300049,11.0725831985474,4.26768684387207,12.0176372528076,-20.0504665374756,-25.7879867553711,-30.8126888275146,10.2564964294434,-1.911696434021,-23.6667518615723,2.16931533813477,2.22777366638184,5.04114246368408,-34.4248123168945,1.4169545173645,13.3858280181885,-4.25261116027832,1.57856607437134,17.8879737854004,2.88437843322754,1.74239110946655,2.83831405639648,-9.08567428588867,2.33203029632568,12.7292251586914,14.3995141983032,13.9902257919312,-36.1904258728027,-10.2684850692749,11.1338710784912,-6.92159175872803,-1.80371165275574,-12.0978116989136,20.5811920166016,25.4885139465332,-0.45250129699707,-2.19101810455322,10.6830110549927,-5.764244556427,-5.32220268249512,5.21867609024048,0.0536651611328125,10.4237518310547,-7.12151479721069,-10.6817817687988,9.59834098815918,1.58031415939331,0.98133373260498,-9.92397308349609,-13.6203546524048,8.96620082855225,12.1139726638794,-17.1016483306885,1.86742210388184,25.2165069580078,-27.1389770507812,1.57606863975525,6.6872878074646,-9.67130851745605,12.1152391433716
"6",11.8471651077271,5.66776084899902,-15.8180723190308,-17.6861896514893,3.06715679168701,-1.6889169216156,2.88206720352173,4.70533466339111,14.8189172744751,4.00972461700439,0.680556535720825,-3.71915316581726,0.444431304931641,-10.5270967483521,-0.248805046081543,9.34224414825439,1.20247220993042,-20.2801036834717,-2.54028129577637,5.33586931228638,2.82506608963013,-35.4431457519531,3.54308366775513,-4.20761013031006,-6.06631135940552,22.5423240661621,-2.97222232818604,-5.3495922088623,7.68492937088013,-16.5562362670898,9.94820308685303,19.2706604003906,8.76196765899658,-5.90558767318726,-7.66724252700806,-11.9942979812622,-0.73132061958313,17.0229663848877,2.06750202178955,-5.18769645690918,9.33599853515625,5.13361978530884,-0.653844833374023,-5.93920660018921,18.9175987243652,2.70665788650513,4.79968690872192,0.347811222076416,13.4087696075439,22.1755485534668,-26.2290534973145,3.15232276916504,-5.2106761932373,2.42991948127747,19.1678047180176,-10.0497741699219,-12.0447158813477,7.93331241607666,17.9419231414795,-17.4248046875,-4.64007949829102,-0.668949604034424,21.0408153533936,-11.8206367492676,2.93860244750977,-7.2830023765564,6.71674633026123,1.56364965438843,15.6484375,2.56971859931946,-32.0398559570312,0.822062730789185,-4.6462574005127,15.7963933944702,14.6146564483643,-16.2581634521484,0.13091516494751,1.62155997753143,-8.31374549865723,-8.58169555664062,2.16580200195312,-9.41206550598145,-13.1051359176636,16.0975360870361,-2.710120677948,-14.8358211517334,5.1897497177124,5.88570261001587,11.0461235046387,3.27117776870728,12.6021299362183,-20.3806819915771,-25.9129867553711,-32.4105567932129,9.14740753173828,-1.85349416732788,-25.5616645812988,1.36331939697266,1.79406881332397,4.79555177688599,-34.5829544067383,1.48350608348846,11.296501159668,-3.82560157775879,1.4045090675354,19.0713520050049,2.94237327575684,2.89455509185791,2.62244081497192,-6.97341632843018,1.66909122467041,12.8778629302979,14.6902866363525,13.804328918457,-36.9808387756348,-10.7142724990845,11.2669219970703,-6.5189995765686,-1.98183107376099,-11.0467853546143,18.5237503051758,25.56005859375,-0.571508884429932,-3.89030456542969,10.6114711761475,-6.23004722595215,-5.70236015319824,5.88530445098877,0.242984771728516,10.2423706054688,-7.81400728225708,-11.1689052581787,9.54318141937256,0.532177448272705,3.6012077331543,-9.57615852355957,-15.4510984420776,9.00863552093506,10.971230506897,-17.8181896209717,0.894690036773682,24.5190029144287,-27.7442836761475,1.49603295326233,5.5721116065979,-9.27501106262207,10.9112567901611
"7",11.3532638549805,6.07435417175293,-13.8761625289917,-17.6327438354492,2.83729028701782,-1.77270531654358,3.04518842697144,5.49063730239868,14.5868844985962,3.59592628479004,1.13824832439423,-4.04531860351562,0.531192302703857,-10.0748987197876,-1.23846864700317,9.60157489776611,1.5769350528717,-22.6027030944824,-4.01047515869141,5.1815972328186,1.61988818645477,-34.6078414916992,2.68020057678223,-3.21964168548584,-6.09590148925781,22.7331047058105,-2.62616562843323,-4.96644735336304,8.12727832794189,-17.2204666137695,10.212574005127,18.8373928070068,8.6651611328125,-5.73798561096191,-7.51567363739014,-12.1386165618896,-1.7477753162384,17.4318580627441,1.75295162200928,-5.36034107208252,10.0771007537842,4.80788612365723,-0.321980476379395,-5.19671773910522,19.6370162963867,2.88246440887451,5.09765911102295,-1.09660148620605,12.289158821106,23.1423606872559,-26.9566841125488,2.07453203201294,-5.16285610198975,2.89653992652893,19.4289321899414,-9.81028175354004,-12.7032947540283,8.5785493850708,17.5203189849854,-17.9817028045654,-5.3927903175354,-0.408567190170288,20.7872447967529,-10.8661222457886,3.97671985626221,-7.27342844009399,7.03434324264526,1.90543127059937,15.6088008880615,2.25939393043518,-32.3606033325195,0.804564714431763,-3.86385917663574,15.298059463501,15.3743419647217,-15.5594367980957,-1.42579126358032,0.953175783157349,-8.11715602874756,-8.95104217529297,2.61410212516785,-8.83352756500244,-12.8226900100708,16.626838684082,-3.31896185874939,-16.3763294219971,5.23740863800049,6.27592658996582,11.0513963699341,2.27418303489685,13.1478710174561,-20.6662883758545,-26.0284652709961,-33.8002624511719,7.9427695274353,-1.8113489151001,-27.3204536437988,0.593166351318359,1.36598968505859,4.55101776123047,-34.5243835449219,1.51716375350952,9.32942962646484,-3.32455635070801,1.16988086700439,20.1822986602783,2.88578796386719,4.04498195648193,2.43295955657959,-4.98584794998169,1.00972747802734,13.0051116943359,14.9107685089111,13.6224660873413,-37.6093330383301,-11.1614961624146,11.4019737243652,-5.99205875396729,-2.20985865592957,-9.9722957611084,16.447151184082,25.5957412719727,-0.691441059112549,-5.58524608612061,10.4759521484375,-6.66334533691406,-6.06728076934814,6.49136734008789,0.460873603820801,10.1012992858887,-8.51171875,-11.6027812957764,9.45643711090088,-0.572230339050293,6.17067623138428,-9.15279006958008,-17.2098236083984,9.07137680053711,9.8144063949585,-18.5681705474854,-0.0830450057983398,23.7402095794678,-28.1835308074951,1.41389131546021,4.44334077835083,-8.83582496643066,9.68525886535645
"8",10.8691673278809,6.52036571502686,-12.0262479782104,-17.5437793731689,2.61058187484741,-1.85333561897278,3.13630247116089,6.19490718841553,14.2174587249756,3.15025520324707,1.55995655059814,-4.40490579605103,0.592448234558105,-9.56644725799561,-2.23473119735718,9.83730983734131,1.92170107364655,-24.916576385498,-5.52269268035889,5.02293872833252,0.39837446808815,-33.6286849975586,1.8652651309967,-2.14261436462402,-6.17210960388184,22.9472923278809,-2.28350114822388,-4.54598140716553,8.56383419036865,-17.7945709228516,10.4427309036255,18.3284168243408,8.59533882141113,-5.52727222442627,-7.3599214553833,-12.2439575195312,-2.69596457481384,17.7976989746094,1.42252445220947,-5.52704000473022,10.7623043060303,4.49496936798096,-0.0791034698486328,-4.4230580329895,20.2996368408203,3.09617853164673,5.35104465484619,-2.48969554901123,11.0674819946289,24.0028018951416,-27.6034393310547,1.04030799865723,-5.08892011642456,3.36925625801086,19.495491027832,-9.48426914215088,-13.277063369751,9.26139259338379,17.1000843048096,-18.4783897399902,-6.10221576690674,-0.0919046401977539,20.4043750762939,-9.90020370483398,4.997642993927,-7.17183828353882,7.35266923904419,2.27968549728394,15.4663200378418,1.84226012229919,-32.4785537719727,0.789969682693481,-3.11983966827393,14.734504699707,16.094820022583,-14.7813167572021,-2.99750566482544,0.367594718933105,-7.89325284957886,-9.26949501037598,3.084965467453,-8.21561431884766,-12.3835344314575,17.1166725158691,-3.94858002662659,-17.8391189575195,5.31398010253906,6.67069292068481,11.0897903442383,1.28217482566833,13.65114402771,-20.8988571166992,-26.1242828369141,-34.9723320007324,6.65016937255859,-1.78932189941406,-28.9224014282227,-0.135311841964722,0.940361499786377,4.31246662139893,-34.2539672851562,1.5192403793335,7.49753856658936,-2.75335025787354,0.865777492523193,21.2133960723877,2.71696853637695,5.18000984191895,2.26257276535034,-3.13654613494873,0.358221054077148,13.1072044372559,15.0547256469727,13.4448890686035,-38.0790519714355,-11.6101598739624,11.5395412445068,-5.34982585906982,-2.48741340637207,-8.87495613098145,14.3624696731567,25.5971908569336,-0.812262058258057,-7.25873947143555,10.2720851898193,-7.06431293487549,-6.41546297073364,7.02924680709839,0.706282615661621,9.99692916870117,-9.21026706695557,-11.9768695831299,9.33556079864502,-1.71788883209229,8.6750020980835,-8.65731430053711,-18.8810138702393,9.15576553344727,8.65967082977295,-19.3518562316895,-1.05692768096924,22.8853225708008,-28.455717086792,1.33155584335327,3.30626440048218,-8.35274696350098,8.43847465515137
"9",10.4007797241211,7.00234222412109,-10.2797288894653,-17.4221820831299,2.39167404174805,-1.93578600883484,3.15551328659058,6.80861282348633,13.7067022323608,2.66797637939453,1.94130730628967,-4.79267930984497,0.630485057830811,-9.01234722137451,-3.23229837417603,10.0463209152222,2.23301458358765,-27.2084369659424,-7.07683420181274,4.86026763916016,-0.831704676151276,-32.5088958740234,1.10340046882629,-0.98505973815918,-6.29464435577393,23.1832141876221,-1.94896948337555,-4.09730672836304,8.98855590820312,-18.2784080505371,10.628547668457,17.7473449707031,8.56078052520752,-5.27908611297607,-7.19930934906006,-12.3064575195312,-3.57162284851074,18.110912322998,1.07831192016602,-5.68527746200562,11.3871326446533,4.20309400558472,0.0668764114379883,-3.62291955947876,20.900203704834,3.34281778335571,5.56135749816895,-3.81741619110107,9.75986862182617,24.7553081512451,-28.1638870239258,0.0494866371154785,-4.9912281036377,3.83371138572693,19.3794975280762,-9.07764339447021,-13.7612857818604,9.97256851196289,16.6844310760498,-18.8978614807129,-6.76191520690918,0.273365378379822,19.9021587371826,-8.92484855651855,5.99167776107788,-6.98214769363403,7.67250490188599,2.68602514266968,15.2209205627441,1.32110023498535,-32.3923568725586,0.778003931045532,-2.42035388946533,14.1010141372681,16.769021987915,-13.9190635681152,-4.57165288925171,-0.137604713439941,-7.64615201950073,-9.53107452392578,3.57402563095093,-7.56060647964478,-11.7885026931763,17.5678367614746,-4.59695053100586,-19.2078323364258,5.42035675048828,7.07275676727295,11.1624269485474,0.300345659255981,14.1085681915283,-21.0705718994141,-26.1902694702148,-35.9202003479004,5.27838182449341,-1.7910737991333,-30.3474464416504,-0.81743586063385,0.513694286346436,4.08486890792847,-33.7787933349609,1.49204218387604,5.81272315979004,-2.116286277771,0.484480381011963,22.1585388183594,2.43967628479004,6.2856297492981,2.10377836227417,-1.43647480010986,-0.281711578369141,13.1810684204102,15.116868019104,13.2712059020996,-38.3936042785645,-12.0598783493042,11.6800498962402,-4.60355281829834,-2.81278824806213,-7.75496339797974,12.2799730300903,25.5643539428711,-0.933738708496094,-8.89360332489014,9.99643135070801,-7.43377017974854,-6.7457537651062,7.49175786972046,0.977646827697754,9.92432403564453,-9.90543842315674,-12.2857093811035,9.17818546295166,-2.88852977752686,11.1007137298584,-8.09417915344238,-20.4493808746338,9.2628698348999,7.52300834655762,-20.1691741943359,-2.01834487915039,21.9595012664795,-28.5615673065186,1.25080108642578,2.16518211364746,-7.82575798034668,7.17192459106445
"10",9.95350742340088,7.51622343063354,-8.64421558380127,-17.2697906494141,2.18423557281494,-2.02525925636292,3.10428094863892,7.32379913330078,13.0532474517822,2.14475631713867,2.27771902084351,-5.20291566848755,0.647949695587158,-8.42382526397705,-4.22548055648804,10.2248182296753,2.50798416137695,-29.4648475646973,-8.67309474945068,4.69403982162476,-2.06185841560364,-31.2527313232422,0.398761987686157,0.243730545043945,-6.46258115768433,23.4380760192871,-1.62748229503632,-3.63007545471191,9.39559555053711,-18.6724185943604,10.7601642608643,17.0980796813965,8.56833648681641,-4.99979734420776,-7.03265905380249,-12.3229522705078,-4.37258625030518,18.3628597259521,0.721962928771973,-5.83248805999756,11.9469909667969,3.93930387496948,0.10993480682373,-2.80119371414185,21.433521270752,3.61657857894897,5.7310471534729,-5.06732940673828,8.38416004180908,25.4000587463379,-28.633113861084,-0.899573564529419,-4.87217235565186,4.27642107009888,19.094066619873,-8.59823131561279,-14.1519556045532,10.7023267745972,16.2757740020752,-19.2231006622314,-7.36571264266968,0.678363800048828,19.292200088501,-7.94225740432739,6.94901418685913,-6.70997381210327,7.9938907623291,3.12378644943237,14.8732299804688,0.700805902481079,-32.1031112670898,0.76724910736084,-1.77090454101562,13.3927955627441,17.3900585174561,-12.9690093994141,-6.13580751419067,-0.565860509872437,-7.37954092025757,-9.73098373413086,4.07577896118164,-6.87074995040894,-11.0407819747925,17.9809455871582,-5.26172256469727,-20.4667510986328,5.55670976638794,7.48473882675171,11.2701206207275,-0.666384935379028,14.5171098709106,-21.174446105957,-26.216423034668,-36.640380859375,3.83727550506592,-1.81980323791504,-31.5765342712402,-1.44989061355591,0.0823054313659668,3.87315464019775,-33.1080665588379,1.4387993812561,4.28577041625977,-1.41804599761963,0.0196452140808105,23.0130271911621,2.05905914306641,7.34775686264038,1.9491286277771,0.106147766113281,-0.906940460205078,13.2244472503662,15.0930614471436,13.1004991531372,-38.556827545166,-12.509726524353,11.8238191604614,-3.76640486717224,-3.18295383453369,-6.61223316192627,10.2091398239136,25.4954681396484,-1.05542421340942,-10.4728193283081,9.6466007232666,-7.77301740646362,-7.05729341506958,7.87225103378296,1.27297973632812,9.87735462188721,-10.5933437347412,-12.5250034332275,8.9821949005127,-4.06698322296143,13.4356412887573,-7.46878957748413,-21.9001541137695,9.39348030090332,6.41988086700439,-21.0197677612305,-2.9590482711792,20.9677467346191,-28.5033893585205,1.17322587966919,1.02343928813934,-7.25585412979126,5.88659858703613
